제목,공연시작일,공연종료일,장르,대관 기업명,구분,공연장,상세 링크
바로크와 현대가곡연구회 제82회 정기연주회,2019-04-16,2019-04-16,성악,콘서트디자인,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=36739
여음목관5중주 제32회 정기연주회,2019-04-16,2019-04-16,실내악,지클레프,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=38246
2019 교향악축제 - 창원시립교향악단 (4.16),2019-04-16,2019-04-16,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=35425
제7회 SMAF서울현대미술페스타,2019-04-15,2019-04-22,전시,사)국가보훈문화예술협회,대관,한가람미술관,https://www.sac.or.kr/site/main/show/show_view?SN=38036
김근태 들꽃처럼 별들처럼 展,2019-04-15,2019-04-21,전시,서남권문화예술협회,대관,한가람미술관,https://www.sac.or.kr/site/main/show/show_view?SN=38956
아베끄 스트링 콰르텟 제5회 정기연주회,2019-04-14,2019-04-14,실내악,영음예술기획,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=36965
코리아나 챔버 뮤직 소사이어티 제70회 정기연주회,2019-04-14,2019-04-14,실내악,지클레프,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=36879
안디무직 제11회 정기연주회,2019-04-14,2019-04-14,독주,이든예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=36843
2019 교향악축제 - 울산시립교향악단 (4.14),2019-04-14,2019-04-14,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=35423
강드보라 바이올린 독주회,2019-04-13,2019-04-13,독주,(주)음연,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=36825
주영목 교수 퇴임기념 JYM앙상블의 스프링 콘서트,2019-04-13,2019-04-13,클래식,음악교육신문사,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=38555
2019 교향악축제 - 광주시립교향악단 (4.13),2019-04-13,2019-04-13,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=35421
서민정 바이올린 독주회,2019-04-12,2019-04-12,독주,지클레프,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=36877
2019 교향악축제 - 서울시립교향악단 (4.12),2019-04-12,2019-04-12,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=35419
제40회 한국리스트협회 정기연주회,2019-04-12,2019-04-12,클래식,한국리스트협회,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=37065
김정아전,2019-04-12,2019-04-20,전시,(주)세실예술기획,대관,한가람미술관,https://www.sac.or.kr/site/main/show/show_view?SN=38094
바이올리니스트 김혜란의 Violin Emotion III,2019-04-11,2019-04-11,독주,조인클래식,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=36765
한화생명과 함께하는 예술의전당 11시콘서트(4월),2019-04-11,2019-04-11,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=35347
이명화 개인전 - 뷰티인그레이스,2019-04-11,2019-04-20,전시,제뉴인글로벌컴퍼니,대관,한가람디자인미술관,https://www.sac.or.kr/site/main/show/show_view?SN=38006
산타체칠리아 퀸텟 내한공연,2019-04-11,2019-04-11,실내악,(주)예술기획파홀로,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=38242
2019 교향악축제 - 코리안심포니오케스트라 (4.11),2019-04-11,2019-04-11,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=35417
"김응수, 로한 드 실바 듀오 리사이틀",2019-04-10,2019-04-10,독주,더블유씨엔코리아주식회사,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=36937
2019 대한민국 실내악 작곡제전 II,2019-04-10,2019-04-10,실내악,사단법인 한국작곡가협회,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=35929
2019 교향악축제 - 인천시립교향악단 (4.10),2019-04-10,2019-04-10,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=35415
2019 교향악축제 - 군포 프라임필하모닉오케스트라 (4.9),2019-04-09,2019-04-09,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=35413
한형실 피아노 독주회,2019-04-09,2019-04-09,독주,이든예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=36847
베이스 김일훈 독창회,2019-04-09,2019-04-09,성악,영음예술기획,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=36941
배기정 첼로 독주회,2019-04-07,2019-04-07,독주,영음예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=36731
피아니스트 김준희의 <폭풍>,2019-04-07,2019-04-07,독주,더블유씨엔코리아주식회사,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=38597
2019 교향악축제 - 춘천시립교향악단 (4.7),2019-04-07,2019-04-07,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=35411
[내한 20주년] 이사오 사사키 벚꽃 낭만,2019-04-06,2019-04-06,클래식,(주)스톰프뮤직,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=37029
조유리 바이올린 독주회,2019-04-06,2019-04-06,독주,예인예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=36781
제3회 한국교직원미술대전,2019-04-06,2019-04-12,전시,한국교직원공제회,대관,한가람미술관,https://www.sac.or.kr/site/main/show/show_view?SN=38034
정혜연 피아노 독주회 <PROJECT OPUS 1 >,2019-04-06,2019-04-06,실내악,프로사운드랩,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=36625
2019 교향악축제 - 원주시립교향악단 (4.6),2019-04-06,2019-04-06,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=35409
임상우 클라리넷 독주회,2019-04-05,2019-04-05,독주,마에스트로컴퍼니,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=39387
제6회 이음협회 정기연주회,2019-04-05,2019-04-05,실내악,이든예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=36855
2019 교향악축제 - 대전시립교향악단 (4.5),2019-04-05,2019-04-05,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=35407
유지수 피아노 독주회-모차르트 피아노 소나타 전곡 연주 III,2019-04-04,2019-04-04,독주,이든예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=36861
조선풍류 정(井) 정기연주회,2019-04-04,2019-04-04,실내악,예인예술기획,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=36945
2019 교향악축제 - 대구시립교향악단 (4.4),2019-04-04,2019-04-04,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=35405
이탈리아 성악회 제67회 정기연주회,2019-04-03,2019-04-03,성악,영음예술기획,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=36949
피아니스트 윤형숙의 음악공방 시리즈 VIII,2019-04-03,2019-04-03,독주,이든예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=36859
2019 교향악축제 - KBS 교향악단 (4.3),2019-04-03,2019-04-03,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=35403
피아니스트 강정은의 “Romantic Story Ⅲ”,2019-04-02,2019-04-02,독주,마에스트로컴퍼니,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=36875
희망,2019-04-02,2019-04-09,전시,림스캘리그라피연구소,대관,한가람미술관,https://www.sac.or.kr/site/main/show/show_view?SN=38092
Quartet S 제3회 정기연주회,2019-04-02,2019-04-02,실내악,(주)음연,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=37013
2019 교향악축제 - 제주특별자치도립 제주교향악단 (4.2),2019-04-02,2019-04-02,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=35401
첼리스타 첼로 앙상블 정기연주회,2019-03-31,2019-03-31,실내악,라온매니지먼트,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=38240
안명주 플루트 독주회,2019-03-31,2019-03-31,독주,플룻샵,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=36873
미로슬라브 꿀띠쉐프 초청 피아노 리사이틀,2019-03-31,2019-03-31,독주,(주)차이코프스키 씨앤씨,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=39234
권요안 피아노 독주회,2019-03-31,2019-03-31,독주,영음예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=36725
KCO 트로이카콘서트 시리즈 23,2019-03-30,2019-03-30,실내악,(사)코리안챔버오케스트라,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=36971
LG와 함께하는 제15회 서울국제음악콩쿠르(결선/3.30),2019-03-30,2019-03-30,,(주)동아일보사,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=35887
히로타 순지 피아노 독주회,2019-03-30,2019-03-30,독주,예인예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=36797
심선민 퍼커션 리사이틀,2019-03-30,2019-03-30,독주,음악교육신문사,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=38236
소프라노 박성진 독창회,2019-03-30,2019-03-30,성악,예인예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=36605
국립현대무용단 〈스웨덴 커넥션 II〉,2019-03-29,2019-03-31,무용,재단법인국립현대무용단,대관,자유소극장,https://www.sac.or.kr/site/main/show/show_view?SN=36313
조세나 귀국 바순 독주회,2019-03-29,2019-03-29,독주,클래시 라운지,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=36743
바흐솔리스텐서울 시대악기로 연주하는 헨델의 메시아 전곡연주회 시리즈 II,2019-03-29,2019-03-29,교향곡,(주)마스트미디어,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=36989
KBS교향악단 제740회 정기연주회,2019-03-29,2019-03-29,교향곡,(재)KBS 교향악단,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=35831
Ensemble M 제 2회 정기연주회,2019-03-28,2019-03-28,실내악,엠 매니지먼트,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=38234
국립오페라단〈마술피리〉,2019-03-28,2019-03-31,오페라,국립오페라단,대관,CJ 토월극장,https://www.sac.or.kr/site/main/show/show_view?SN=36293
LG와 함께하는 제15회 서울국제음악콩쿠르(준결선/3.28),2019-03-28,2019-03-28,,(주)동아일보사,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=35935
2019 서울시향 모차르트 스페셜,2019-03-28,2019-03-28,교향곡,(재)서울시립교향악단,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=35873
한경필하모닉 오케스트라 신춘음악회,2019-03-27,2019-03-27,교향곡,주식회사 한경아르떼필하모닉,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=39230
2019 문화가 있는 날 SAC 아티스트 라운지-3월,2019-03-27,2019-03-27,실내악,예술의전당,기획,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=35467
라임 오페라 앙상블 정기연주회,2019-03-26,2019-03-26,실내악,영음예술기획,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=38232
서울모테트합창단 창단 30주년 기념 마스터피스 시리즈 III 바흐 모테트 전곡 연주,2019-03-26,2019-03-26,합창,재단법인 서울모테트음악재단,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=36583
LG와 함께하는 제15회 서울국제음악콩쿠르(제2차예선/3.26),2019-03-26,2019-03-26,,(주)동아일보사,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=35937
LG와 함께하는 제15회 서울국제음악콩쿠르(제1차예선/3.25),2019-03-25,2019-03-25,,(주)동아일보사,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=35933
LG와 함께하는 제15회 서울국제음악콩쿠르(제1차예선/3.24),2019-03-24,2019-03-24,,(주)동아일보사,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=35939
서울챔버오케스트라 제94회 정기연주회,2019-03-24,2019-03-24,실내악,(주)마스트미디어,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=36533
데니스 불리아코프 플루트 리사이틀,2019-03-24,2019-03-24,독주,클래시 라운지,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=38230
2019 코리안심포니오케스트라 실내악시리즈,2019-03-24,2019-03-24,실내악,(재)국립심포니오케스트라,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=37081
2018 예술의전당 미술영재 아카데미 작품평가전,2019-03-23,2019-03-30,전시,예술의전당,기획,한가람미술관,https://www.sac.or.kr/site/main/show/show_view?SN=37125
파체 코스모폴리탄,2019-03-23,2019-03-23,실내악,조인클래식,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=36991
콰르텟 앤의 〈The Red Tango〉,2019-03-23,2019-03-23,실내악,프로젝트 앤,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=37033
이승민 쳄발로 독주회,2019-03-23,2019-03-23,독주,영음예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=39288
오페라 카니발 2019,2019-03-23,2019-03-23,성악,아트앤아티스트,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=36531
문태국 한지호 듀오 리사이틀,2019-03-22,2019-03-22,클래식,크레디아인터내셔널,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=36913
채문영 피아노 독주회,2019-03-22,2019-03-22,독주,더블유씨엔코리아주식회사,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=36619
2019 서울시향 말러와 슈트라우스,2019-03-22,2019-03-22,교향곡,(재)서울시립교향악단,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=35875
피아니스트 윤철희의 베토벤 피아노 협주곡 전곡 연주회I,2019-03-21,2019-03-21,클래식,가온클래식,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=36967
사)한국페스티발앙상블  제 29회 현대음악축제,2019-03-21,2019-03-21,실내악,(사)한국페스티발앙상블,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=36869
피아니스트 김규연 리사이틀 The Monologue,2019-03-20,2019-03-20,클래식,프레스토 아트,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=36993
2019 세아이운형문화재단 음악회,2019-03-20,2019-03-20,클래식,재단법인 세아이운형문화재단,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=36527
프리모 깐딴떼 제22회 정기연주회,2019-03-19,2019-03-19,합창,영음예술기획,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=36525
